N,Hmax,obs_count,placement,cover_enabled,poison_rate,accuracy,total_guesses,correct_guesses,total_messages,dummy_messages,dummy_fraction,graph_precision,graph_recall,graph_f1,estimated_nodes,estimated_edges,avg_confidence,total_replies,avg_reply_delay,conversation_threads,avg_path_length,path_diversity,seed
50,3,5,cluster,True,0.05,0.060945273631840796,804,49,3192,484,0.15162907268170425,0.855072463768116,0.14182692307692307,0.24329896907216494,37,69,0.4227032065191949,1180,1.7284105131414267,473,2.9818295739348373,0.7343358395989975,1
150,1,5,random,True,0.1,0.016835699797160243,4930,83,14995,4880,0.32544181393797933,0.9404761904761905,0.02006094464195023,0.03928393833913476,66,84,0.39732930138913775,5531,2.2683322517845554,4133,2.6943647882627544,0.8286762254084695,1
100,3,5,cluster,True,0.1,0.035222672064777326,2470,87,8211,2019,0.24588966021191086,0.8222222222222222,0.04304828388598022,0.0818131564400221,57,90,0.3902082644618358,3229,2.2056220718375847,1927,2.8192668371696503,0.8102545365972476,1
150,3,5,high-degree,True,0.05,0.022802653399668325,4824,110,14754,4663,0.3160498847770096,0.9012345679012346,0.018537328593194517,0.03632744463796964,65,81,0.3843360929834002,5507,2.290637191157347,4137,2.6943201843567848,0.8374000271112918,1
400,3,5,cluster,True,0.05,0.010165799346484327,24789,252,64529,35328,0.5474747787816331,0.9315068493150684,0.0023850443688400967,0.004757906521130702,68,73,0.3653032417452889,17254,2.5253661394258935,25070,2.5815834740969175,0.8658587611771451,1
200,3,5,cluster,True,0.1,0.019171779141104295,7824,150,22558,8453,0.3747229364305346,0.8571428571428571,0.007635746606334841,0.015136650315346882,56,63,0.36685404864315657,7966,2.353647276084949,6992,2.620046103377959,0.8466619381150812,1
400,1,5,cluster,True,0.1,0.010656105826154411,24493,261,63813,34747,0.544512873552411,0.9591836734693877,0.0016484865490512433,0.0032913165266106443,43,49,0.3721108959476118,17119,2.559872461029759,24861,2.5832510616958926,0.8659677495181233,1
150,1,5,high-degree,True,0.1,0.022708674304418985,4888,111,14878,4689,0.3151633284043554,0.8607594936708861,0.017267648552564754,0.03385611152601444,67,79,0.37458491126408433,5605,2.3467895740623015,4165,2.689071111708563,0.8364699556391988,1
150,3,5,cluster,True,0.1,0.02458499684807733,4759,117,14753,4553,0.3086151969091032,0.9146341463414634,0.01904520060944642,0.0373134328358209,53,82,0.3759415355679438,5616,2.3388819095477387,4108,2.6912492374432317,0.8357622178539958,1
300,3,5,random,True,0.05,0.009402327569202446,15209,143,40979,19188,0.4682398301569096,0.8769230769230769,0.003553837521042459,0.007078986587183308,66,65,0.3773598493464877,12639,2.4411402157164868,14718,2.5893506430122746,0.8634666536518705,3
150,2,10,high-degree,False,0.0,0.045662100456621,1752,80,10132,0,0.0,0.94,0.011934992381919756,0.02357071213640923,47,50,0.40036683140657453,5506,2.3095623987034037,3640,2.6991709435452034,0.8842281879194631,3
200,2,10,high-degree,True,0.05,0.020630445925166583,7804,161,22539,8435,0.37424020586538886,0.9411764705882353,0.01809954751131222,0.03551609322974473,110,136,0.37062829834981637,7886,2.3666588068851686,7021,2.61923776565065,0.846976352100803,3
300,1,10,cluster,True,0.1,0.014704916956607366,15233,224,41166,19320,0.4693193412039061,0.8974358974358975,0.006546542801920319,0.012998266897746967,88,117,0.3798697507111592,12694,2.4770009199632015,14755,2.5849487441092163,0.8626779381042607,3
75,3,10,high-degree,True,0.05,0.05465191932335719,1537,84,5490,1109,0.20200364298724954,0.9096385542168675,0.15778474399164055,0.26892252894033847,69,166,0.4082112940695743,2164,2.0874357090374724,1100,2.908196721311475,0.7908925318761384,3
100,2,10,high-degree,True,0.1,0.035498184751916094,2479,88,8335,1989,0.23863227354529093,0.8987341772151899,0.08260616637579989,0.15130527437400107,82,158,0.3980194818605474,3258,2.173735309146653,1907,2.8314337132573484,0.811877624475105,3
400,2,10,high-degree,False,0.0,0.02122122122122122,4995,106,29429,0,0.0,0.967741935483871,0.001052225456841219,0.0021021652301870925,39,31,0.32670593346052557,17072,2.5440999759673155,15651,2.6016854123483637,0.9388358421964729,3
100,3,10,high-degree,True,0.05,0.03369434416365824,2493,84,8426,2105,0.24982197958699265,0.8703703703703703,0.08202443280977312,0.14992025518341306,85,162,0.39389381638977267,3233,2.150587034201123,1898,2.834441015903157,0.8118917635888915,3
75,1,5,high-degree,False,0.0,0.07368421052631578,760,56,4314,0,0.0,0.9454545454545454,0.054336468129571575,0.10276679841897232,45,55,0.3923484793506431,2097,2.0692541856925417,1048,2.930227167362077,0.8266110338433009,3
100,3,5,cluster,True,0.05,0.0347682119205298,2416,84,8260,1949,0.23595641646489104,0.8648648648648649,0.03723094822571262,0.07138873396542109,51,74,0.39449462552284187,3223,2.1381272633212625,1900,2.8239709443099272,0.809322033898305,3
150,2,5,cluster,True,0.1,0.023952095808383235,4843,116,14851,4629,0.3116961820752811,0.863013698630137,0.015997968511934992,0.031413612565445025,59,73,0.3632299657036351,5596,2.2530689329556184,4123,2.6921419433034814,0.8390007406908626,3
300,3,10,high-degree,False,0.0,0.017446471054718478,3783,66,21871,0,0.0,0.8695652173913043,0.0012469605336991084,0.0024903498941601294,30,23,0.34929493220781754,12719,2.541082164328657,10511,2.6088427598189385,0.9282611677563898,3
150,2,5,random,False,0.0,0.03132118451025057,1756,55,10216,0,0.0,0.9130434782608695,0.005332656170644997,0.010603382984094925,27,23,0.40598069006367465,5590,2.3292181069958846,3621,2.696260767423649,0.8837118245888802,3
400,1,5,high-degree,False,0.0,0.017450980392156864,5100,89,29735,0,0.0,0.9166666666666666,0.00038581600084178035,0.0007713073659853452,17,12,0.3351962299396421,17378,2.571560907827698,15623,2.611333445434673,0.9412140575079873,3
100,3,5,high-degree,True,0.1,0.03394039735099338,2416,82,8288,1918,0.23141891891891891,0.9012345679012346,0.04246655031995346,0.0811111111111111,60,81,0.40313919736081455,3282,2.1372151898734177,1915,2.817084942084942,0.8083976833976834,3
50,3,5,cluster,True,0.1,0.09734513274336283,791,77,3092,462,0.14941785252263906,0.8166666666666667,0.11778846153846154,0.20588235294117646,33,60,0.4316132095652293,1170,1.7591888466413181,489,3.0171410090556274,0.7648771021992238,3
200,3,5,cluster,False,0.0,0.029912754466140425,2407,72,14066,0,0.0,1.0,0.003252262443438914,0.006483439041578576,25,23,0.33759557437180093,7848,2.4099024041894785,5791,2.649651642257927,0.9081473055595052,3
150,1,10,high-degree,True,0.05,0.024879782563244825,4783,119,14838,4537,0.3057689715595094,0.9066666666666666,0.03453529710512951,0.0665362035225049,98,150,0.3877798147683347,5675,2.3577031691245685,4121,2.6887046771802128,0.835489958215393,3
200,2,5,cluster,True,0.1,0.016135278172195688,7747,125,22403,8308,0.37084319064411014,0.9195402298850575,0.011312217194570135,0.022349490152255902,70,87,0.3810202232077668,7877,2.4011764705882355,6967,2.6260322278266304,0.8488595277418203,3
50,1,10,high-degree,True,0.1,0.08631319358816276,811,70,3105,463,0.14911433172302738,0.8787878787878788,0.27884615384615385,0.4233576642335767,49,132,0.43108526774703027,1182,1.9482323232323233,488,2.9861513687600643,0.750402576489533,3
50,1,5,random,True,0.1,0.08533653846153846,832,71,3164,532,0.168141592920354,0.8387096774193549,0.125,0.2175732217573222,41,62,0.4146290853520739,1172,1.8526448362720402,486,2.9911504424778763,0.7449431099873578,3
300,2,5,high-degree,True,0.05,0.013133701076963489,15228,200,41313,19307,0.4673347372497761,0.925,0.0023068769873433505,0.004602276260961502,39,40,0.3697473423990492,12854,2.5000751992780867,14692,2.5876358531212937,0.8605523685038607,3
150,1,10,cluster,True,0.1,0.022618094475580466,4996,113,15249,5140,0.3370712833628435,0.8986486486486487,0.03377348908075165,0.06510034263338228,83,148,0.3892314870415793,5483,2.2334088701845256,4136,2.696701423044134,0.8310053118237262,3
100,1,10,cluster,True,0.05,0.03786933000416146,2403,91,8210,1920,0.23386114494518878,0.8986486486486487,0.07737056428155904,0.14247455811462237,76,148,0.3926510076128452,3202,2.1441908713692945,1908,2.8345919610231425,0.8124238733252132,3
100,1,10,high-degree,True,0.05,0.035002035002035005,2457,86,8348,2032,0.2434115955917585,0.8698224852071006,0.08551483420593368,0.15572033898305085,88,169,0.388411843152823,3228,2.1673575129533678,1916,2.8316962146621947,0.813847628174413,3
200,3,10,cluster,True,0.05,0.017882054533925173,7885,141,22727,8533,0.37545650547806575,0.8940397350993378,0.019089366515837106,0.03738058978263879,100,151,0.37733343362259014,7976,2.3794539565016195,7036,2.624499493993928,0.8467901614819378,3
200,3,10,high-degree,False,0.0,0.029568788501026694,2435,72,14109,0,0.0,0.9714285714285714,0.004807692307692308,0.009568031518221472,40,35,0.37591849004944305,7891,2.4119318181818183,5784,2.6384577220214047,0.9041746403005174,3
150,3,10,cluster,True,0.05,0.027127003699136867,4866,132,15019,4698,0.31280378187629004,0.8592592592592593,0.029456576942610464,0.056960471397004664,84,135,0.38757491267531485,5695,2.2799257655428393,4140,2.6889273586790066,0.8360077235501698,3
50,2,5,cluster,True,0.1,0.07963446475195822,766,61,3111,454,0.14593378334940535,0.9047619047619048,0.13701923076923078,0.23799582463465557,34,63,0.4286051407858032,1197,1.7755856966707768,493,3.0051430408228867,0.7521697203471552,3
200,1,10,high-degree,True,0.1,0.017426100425971345,7747,135,22322,8309,0.37223367081802705,0.9391304347826087,0.015271493212669683,0.03005426464449701,101,115,0.37115853111938324,7795,2.3590974555928947,6975,2.631663829405967,0.8510438132783801,3
100,2,5,cluster,True,0.1,0.04011461318051576,2443,98,8270,1959,0.23688029020556228,0.8709677419354839,0.04712041884816754,0.08940397350993377,59,93,0.38858540844243566,3223,2.187435098650052,1905,2.8239419588875454,0.8093107617896009,3
150,3,5,random,False,0.0,0.04075774971297359,1742,71,10122,0,0.0,0.9655172413793104,0.007110208227526663,0.014116460801613311,29,29,0.3649838781487011,5496,2.3288524590163933,3620,2.7072712902588423,0.8841138114997036,3
300,3,5,high-degree,False,0.0,0.01974913263944489,3747,74,21855,0,0.0,0.9375,0.0009352204002743313,0.0018685767673621923,20,16,0.33772147092704896,12703,2.491266038027516,10520,2.6100205902539466,0.9270647449096316,3
100,1,5,cluster,False,0.0,0.0625,1104,69,6366,0,0.0,0.96875,0.018033740546829553,0.03540833809251856,27,32,0.40258181489465167,3278,2.127401415571284,1804,2.850612629594722,0.8540684888469997,3
150,2,5,cluster,False,0.0,0.025252525252525252,1782,45,10202,0,0.0,0.95,0.004824784154393093,0.009600808489135929,21,20,0.4135765535020389,5576,2.3557630392788154,3605,2.705743971770241,0.8894334444226623,3
50,1,10,high-degree,True,0.05,0.0779816513761468,872,68,3214,580,0.1804604853764779,0.8768115942028986,0.29086538461538464,0.4368231046931408,49,138,0.4343359706311065,1174,1.868020304568528,493,2.9931549471064094,0.738954573739888,3
50,1,5,high-degree,False,0.0,0.07860262008733625,458,36,2601,0,0.0,0.9056603773584906,0.11538461538461539,0.2046908315565032,38,53,0.40651550370467504,1141,1.976221928665786,485,2.9730872741253362,0.774317570165321,3
50,1,10,random,True,0.05,0.07593457943925233,856,65,3181,539,0.1694435712040239,0.8129496402877698,0.27163461538461536,0.40720720720720716,47,139,0.42418285673818024,1182,1.8728179551122195,489,2.990569003458032,0.7415906947500785,3
200,1,5,high-degree,True,0.1,0.016701461377870562,7664,128,22210,8163,0.3675371454299865,0.9636363636363636,0.007494343891402715,0.014873018100182406,53,55,0.3880524720875039,7829,2.350035790980673,6968,2.6331382260243132,0.8515083295812697,3
150,3,10,high-degree,True,0.05,0.025168815224063844,4887,123,14950,4699,0.314314381270903,0.8918918918918919,0.0335195530726257,0.06461086637298091,108,148,0.3901265756568494,5625,2.302244704394562,4135,2.6814046822742474,0.8303678929765886,3
75,1,10,random,False,0.0,0.059602649006622516,755,45,4372,0,0.0,0.9418604651162791,0.08463949843260188,0.15532118887823584,53,86,0.40117476406724945,2155,1.9978021978021978,1043,2.931838975297347,0.8270814272644099,3
75,2,10,high-degree,True,0.1,0.05639344262295082,1525,86,5484,1088,0.19839533187454414,0.8809523809523809,0.15464994775339602,0.2631111111111111,68,168,0.41164366772238237,2179,2.0007267441860463,1093,2.9184901531728666,0.7921225382932167,3
200,1,10,cluster,True,0.1,0.0193020580340023,7823,151,22535,8391,0.3723541158198358,0.910958904109589,0.01880656108597285,0.036852313660293706,89,146,0.3789713709359387,7926,2.4105140186915888,7043,2.625826492123364,0.8446416685156424,3
400,2,10,high-degree,True,0.1,0.008551621071858525,24089,206,63363,33862,0.5344128276754573,0.9142857142857143,0.0022447476412612677,0.004478499702599629,77,70,0.360722409725787,17144,2.5373837277758153,24742,2.5819958019664475,0.868314315925698,3
75,3,10,high-degree,False,0.0,0.06501950585175553,769,50,4316,0,0.0,0.9711538461538461,0.10553814002089865,0.19038642789820925,61,104,0.4063730482144793,2099,2.0704441041347628,1057,2.9341983317886933,0.8266913809082483,3
50,1,5,cluster,False,0.0,0.0894854586129754,447,40,2601,0,0.0,0.8333333333333334,0.10817307692307693,0.19148936170212766,32,54,0.42442491467220445,1141,1.8626155878467636,485,2.982314494425221,0.7677816224529027,3
150,1,10,cluster,False,0.0,0.03089887640449438,1780,55,10132,0,0.0,0.9803921568627451,0.012696800406297613,0.025068939583855605,48,51,0.3799497652094421,5506,2.30751708428246,3597,2.7041058033951835,0.8860047374654559,3
150,1,10,random,False,0.0,0.03678551216751556,1767,65,10204,0,0.0,0.9803921568627451,0.012696800406297613,0.025068939583855605,53,51,0.3897555822925878,5578,2.366687979539642,3639,2.6932575460603685,0.8851430811446491,3
400,3,10,high-degree,False,0.0,0.017792882846861254,5002,89,29479,0,0.0,0.8421052631578947,0.0005611869103153169,0.001121626358219418,28,19,0.33711794772931564,17122,2.536591179976162,15521,2.60554971335527,0.938532514671461,3
100,2,10,random,False,0.0,0.05935251798561151,1112,66,6377,0,0.0,0.9264705882352942,0.03664921465968586,0.07050923335198657,55,68,0.40004566520309476,3289,2.190959878110716,1821,2.8546338403638076,0.8532225184255919,3
50,3,5,cluster,False,0.0,0.0967741935483871,465,45,2623,0,0.0,0.7916666666666666,0.09134615384615384,0.16379310344827586,30,48,0.40992190339868934,1163,1.840966921119593,480,2.978650400304994,0.7727792603888677,3
400,3,10,high-degree,True,0.05,0.010177281680892974,24368,248,63732,34236,0.5371869704387121,0.8823529411764706,0.002630563642103048,0.005245488879563576,86,85,0.3680493817918258,17139,2.5557917109458024,24842,2.580979727609364,0.8682137701625557,3
75,2,10,random,True,0.1,0.05867182462927144,1551,91,5465,1090,0.19945105215004574,0.8378378378378378,0.12957157784743992,0.2244343891402715,72,148,0.4088168478977574,2158,2.068864468864469,1085,2.9240622140896613,0.7948764867337603,3
400,3,5,cluster,False,0.0,0.017935432443204464,5018,90,29534,0,0.0,0.7777777777777778,0.00024551927326295114,0.000490883590462833,14,9,0.34180223738032933,17177,2.559215964104381,15575,2.6053700819394594,0.9399674950904042,3
300,2,10,random,True,0.1,0.012729290423656897,15319,195,41322,19493,0.47173418517980736,0.9043478260869565,0.006484194775235364,0.012876067846972887,98,115,0.3631800814104511,12677,2.4386821232458815,14797,2.5837326363680364,0.8576545181743381,3
150,3,10,high-degree,False,0.0,0.03454231433506045,1737,60,10119,0,0.0,0.9649122807017544,0.013966480446927373,0.027534418022528158,54,57,0.38833583593968396,5493,2.3306162373655037,3611,2.697302104951082,0.8814112066409724,3
200,3,5,cluster,True,0.05,0.01566140305462076,7726,121,22202,8194,0.36906584992343033,0.875,0.009898190045248868,0.019574944071588368,67,80,0.3726315549401957,7790,2.4070292092139636,6986,2.628141608864066,0.8503287992072787,3
75,3,10,random,False,0.0,0.054333764553686936,773,42,4410,0,0.0,0.9411764705882353,0.10031347962382445,0.18130311614730876,64,102,0.3950343053424063,2193,2.023071377072819,1060,2.932199546485261,0.8251700680272109,3
300,3,5,cluster,False,0.0,0.021675140487021675,3737,81,21797,0,0.0,0.7777777777777778,0.0008728723735893759,0.0017437877561188267,23,18,0.3408464083810894,12645,2.4501547987616097,10436,2.6076524292333807,0.9248520438592467,3
150,3,5,cluster,True,0.05,0.023408783130199264,5169,121,15624,5450,0.3488223246287762,0.8589743589743589,0.0170137125444388,0.033366533864541824,52,78,0.3933034591786008,5548,2.288048702338994,4195,2.6852278545826933,0.8286610343061956,3
100,2,5,high-degree,False,0.0,0.04132231404958678,1089,45,6264,0,0.0,0.8780487804878049,0.020942408376963352,0.04090909090909091,37,41,0.39835809780224346,3176,2.2160297239915074,1835,2.8563218390804597,0.8631864623243933,3
150,1,5,random,False,0.0,0.03758542141230068,1756,66,10187,0,0.0,0.9642857142857143,0.006856272219400711,0.013615733736762482,30,28,0.4078665127512937,5561,2.3421137166720207,3648,2.701973102974379,0.8844605870226759,3
75,2,10,cluster,True,0.1,0.05854956753160346,1503,88,5431,1052,0.1937028171607439,0.8686131386861314,0.12434691745036573,0.21755027422303475,61,137,0.410310390229038,2162,2.04014598540146,1093,2.9200883815135334,0.7946971091879949,3
150,1,5,high-degree,True,0.05,0.01971252566735113,4870,96,14989,4744,0.3164987657615585,0.9701492537313433,0.016505840528186898,0.03245942571785269,60,67,0.3861416828165382,5619,2.28201074928865,4155,2.6841683901527786,0.8364800853959571,3
100,3,10,high-degree,True,0.1,0.040892193308550186,2421,99,8248,1916,0.23229873908826382,0.8802816901408451,0.07271669575334497,0.13433637829124126,82,142,0.3989948484386323,3244,2.2300154718927283,1906,2.827352085354025,0.8075897187196897,3
75,2,10,high-degree,True,0.05,0.05255140898705255,3939,207,9392,5022,0.534710391822828,0.8503937007874016,0.22570532915360503,0.35672997522708505,75,254,0.4582896444151981,2153,2.1173431734317343,1110,2.8899063032367973,0.6735519591141397,3
300,2,10,high-degree,False,0.0,0.022630457933972312,3756,85,21958,0,0.0,0.9166666666666666,0.0013716565870690192,0.0027392143435223805,32,24,0.3358969045523723,12806,2.4996950289722477,10498,2.6108024410237727,0.9262227889607433,3
50,3,10,random,True,0.05,0.09225092250922509,813,75,3061,467,0.15256452139823587,0.8195488721804511,0.2620192307692308,0.3970856102003643,50,133,0.4256923790418409,1134,1.8660477453580901,492,2.98562561254492,0.7520418163998693,3
